,Age,Position,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Overall
3341,26,17,185.42,172,64.0,64.0,64.0,61.0,63.0,63.0,63.0,61.0,62.0,62.0,62.0,60.0,56.0,56.0,56.0,60.0,47.0,45.0,45.0,45.0,47.0,45.0,41.0,41.0,41.0,45.0,38.0,61.0,63.0,57.0,53.0,63.0,37.0,37.0,43.0,66.0,75.0,71.0,74.0,57.0,64.0,68.0,63.0,76.0,75.0,61.0,27.0,43.0,65.0,63.0,63.0,57.0,20.0,20.0,19.0,13.0,8.0,8.0,12.0,15.0,7
3342,31,23,182.88,187,62.0,62.0,62.0,61.0,61.0,61.0,61.0,61.0,60.0,60.0,60.0,63.0,63.0,63.0,63.0,63.0,71.0,69.0,69.0,69.0,71.0,72.0,72.0,72.0,72.0,72.0,69.0,45.0,68.0,65.0,45.0,61.0,53.0,38.0,65.0,61.0,72.0,72.0,68.0,74.0,75.0,71.0,77.0,77.0,78.0,56.0,72.0,74.0,60.0,48.0,39.0,74.0,68.0,77.0,77.0,5.0,14.0,10.0,13.0,5.0,8
3343,21,22,177.8,152,51.0,51.0,51.0,54.0,52.0,52.0,52.0,54.0,52.0,52.0,52.0,52.0,48.0,48.0,48.0,52.0,45.0,41.0,41.0,41.0,45.0,42.0,36.0,36.0,36.0,42.0,57.0,52.0,40.0,43.0,52.0,60.0,50.0,57.0,46.0,55.0,63.0,60.0,62.0,55.0,71.0,61.0,50.0,39.0,46.0,55.0,27.0,61.0,43.0,50.0,59.0,55.0,19.0,24.0,20.0,8.0,7.0,15.0,8.0,14.0,6
3344,17,21,167.64,123,53.0,53.0,53.0,58.0,57.0,57.0,57.0,58.0,59.0,59.0,59.0,58.0,56.0,56.0,56.0,58.0,51.0,50.0,50.0,50.0,51.0,50.0,46.0,46.0,46.0,50.0,51.0,52.0,50.0,69.0,48.0,63.0,52.0,46.0,60.0,68.0,69.0,62.0,60.0,42.0,58.0,52.0,50.0,41.0,39.0,41.0,40.0,26.0,47.0,61.0,52.0,62.0,41.0,51.0,57.0,11.0,6.0,10.0,6.0,6.0,7
3345,21,13,180.34,154,56.0,56.0,56.0,61.0,60.0,60.0,60.0,61.0,64.0,64.0,64.0,62.0,63.0,63.0,63.0,62.0,54.0,56.0,56.0,56.0,54.0,53.0,49.0,49.0,49.0,53.0,51.0,49.0,49.0,73.0,55.0,64.0,65.0,54.0,71.0,70.0,65.0,56.0,65.0,59.0,73.0,51.0,53.0,60.0,58.0,45.0,40.0,38.0,55.0,70.0,56.0,65.0,41.0,48.0,49.0,10.0,14.0,12.0,13.0,10.0,7
3346,28,14,185.42,168,50.0,50.0,50.0,47.0,47.0,47.0,47.0,47.0,48.0,48.0,48.0,50.0,53.0,53.0,53.0,50.0,61.0,64.0,64.0,64.0,61.0,63.0,70.0,70.0,70.0,63.0,46.0,37.0,75.0,65.0,31.0,45.0,34.0,32.0,53.0,51.0,48.0,52.0,42.0,66.0,55.0,50.0,83.0,67.0,79.0,25.0,73.0,74.0,39.0,38.0,42.0,57.0,75.0,66.0,65.0,9.0,9.0,9.0,8.0,10.0,8
3347,18,10,182.88,154,39.0,39.0,39.0,35.0,36.0,36.0,36.0,35.0,35.0,35.0,35.0,35.0,38.0,38.0,38.0,35.0,46.0,48.0,48.0,48.0,46.0,49.0,56.0,56.0,56.0,49.0,29.0,28.0,55.0,42.0,34.0,29.0,30.0,32.0,29.0,35.0,47.0,39.0,37.0,57.0,64.0,50.0,61.0,33.0,58.0,27.0,57.0,57.0,29.0,35.0,46.0,42.0,59.0,61.0,59.0,13.0,12.0,15.0,10.0,14.0,6
3348,30,13,177.8,154,71.0,71.0,71.0,70.0,71.0,71.0,71.0,70.0,70.0,70.0,70.0,70.0,71.0,71.0,71.0,70.0,69.0,70.0,70.0,70.0,69.0,69.0,68.0,68.0,68.0,69.0,71.0,65.0,65.0,71.0,58.0,70.0,74.0,75.0,73.0,71.0,71.0,73.0,75.0,73.0,72.0,90.0,77.0,78.0,69.0,83.0,76.0,65.0,68.0,69.0,58.0,66.0,69.0,68.0,63.0,8.0,13.0,9.0,9.0,9.0,8
3349,30,1,182.88,170,59.0,59.0,59.0,55.0,57.0,57.0,57.0,55.0,57.0,57.0,57.0,57.0,61.0,61.0,61.0,57.0,65.0,69.0,69.0,69.0,65.0,67.0,72.0,72.0,72.0,67.0,39.0,42.0,69.0,68.0,49.0,52.0,37.0,32.0,66.0,62.0,65.0,68.0,58.0,67.0,65.0,70.0,72.0,82.0,80.0,53.0,88.0,66.0,51.0,46.0,46.0,67.0,73.0,75.0,71.0,13.0,12.0,14.0,16.0,14.0,8
3350,26,9,177.8,165,78.0,78.0,78.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,83.0,78.0,78.0,78.0,83.0,65.0,61.0,61.0,61.0,65.0,60.0,50.0,50.0,50.0,60.0,83.0,74.0,64.0,83.0,76.0,85.0,86.0,78.0,82.0,83.0,88.0,87.0,85.0,84.0,76.0,82.0,64.0,86.0,70.0,78.0,62.0,40.0,82.0,83.0,77.0,81.0,24.0,35.0,33.0,12.0,12.0,13.0,15.0,13.0,9
3351,30,5,187.96,185,52.0,52.0,52.0,52.0,51.0,51.0,51.0,52.0,53.0,53.0,53.0,52.0,54.0,54.0,54.0,52.0,58.0,62.0,62.0,62.0,58.0,59.0,68.0,68.0,68.0,59.0,53.0,43.0,70.0,59.0,48.0,62.0,44.0,39.0,57.0,56.0,48.0,50.0,57.0,65.0,45.0,47.0,61.0,30.0,80.0,44.0,70.0,62.0,30.0,54.0,45.0,71.0,74.0,72.0,67.0,11.0,8.0,11.0,11.0,14.0,8
3352,28,21,177.8,163,66.0,66.0,66.0,68.0,67.0,67.0,67.0,68.0,68.0,68.0,68.0,68.0,67.0,67.0,67.0,68.0,63.0,62.0,62.0,62.0,63.0,61.0,58.0,58.0,58.0,61.0,74.0,66.0,64.0,72.0,69.0,67.0,69.0,78.0,70.0,67.0,71.0,69.0,76.0,65.0,75.0,71.0,80.0,72.0,65.0,71.0,71.0,57.0,63.0,73.0,72.0,70.0,42.0,51.0,53.0,14.0,14.0,8.0,10.0,14.0,8
3353,23,17,187.96,172,69.0,69.0,69.0,64.0,66.0,66.0,66.0,64.0,63.0,63.0,63.0,62.0,57.0,57.0,57.0,62.0,48.0,47.0,47.0,47.0,48.0,46.0,46.0,46.0,46.0,46.0,42.0,72.0,69.0,59.0,68.0,68.0,52.0,59.0,45.0,67.0,68.0,69.0,64.0,65.0,56.0,76.0,74.0,70.0,76.0,62.0,60.0,32.0,71.0,55.0,60.0,68.0,26.0,28.0,25.0,9.0,13.0,11.0,9.0,9.0,8
3354,24,5,190.5,194,44.0,44.0,44.0,38.0,39.0,39.0,39.0,38.0,39.0,39.0,39.0,40.0,45.0,45.0,45.0,40.0,54.0,57.0,57.0,57.0,54.0,57.0,65.0,65.0,65.0,57.0,30.0,30.0,60.0,54.0,20.0,31.0,22.0,23.0,41.0,43.0,50.0,41.0,48.0,56.0,66.0,50.0,83.0,62.0,88.0,26.0,51.0,68.0,35.0,27.0,34.0,63.0,62.0,70.0,69.0,14.0,9.0,11.0,8.0,8.0,7
3355,25,19,170.18,154,67.0,67.0,67.0,73.0,71.0,71.0,71.0,73.0,72.0,72.0,72.0,72.0,68.0,68.0,68.0,72.0,58.0,54.0,54.0,54.0,58.0,54.0,44.0,44.0,44.0,54.0,70.0,70.0,40.0,74.0,66.0,74.0,73.0,75.0,71.0,76.0,79.0,75.0,83.0,70.0,84.0,65.0,60.0,67.0,53.0,64.0,50.0,32.0,70.0,72.0,71.0,58.0,28.0,34.0,45.0,16.0,9.0,13.0,16.0,13.0,8
3356,26,3,193.04,196,50.0,50.0,50.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,51.0,53.0,53.0,53.0,51.0,57.0,57.0,57.0,57.0,57.0,57.0,58.0,58.0,58.0,57.0,57.0,33.0,64.0,58.0,32.0,51.0,58.0,48.0,55.0,53.0,58.0,35.0,50.0,61.0,33.0,57.0,62.0,66.0,47.0,46.0,64.0,56.0,53.0,37.0,43.0,41.0,56.0,64.0,62.0,13.0,16.0,13.0,7.0,14.0,6
3357,23,5,185.42,170,47.0,47.0,47.0,48.0,46.0,46.0,46.0,48.0,47.0,47.0,47.0,51.0,51.0,51.0,51.0,51.0,62.0,61.0,61.0,61.0,62.0,63.0,66.0,66.0,66.0,63.0,61.0,30.0,65.0,64.0,36.0,49.0,35.0,34.0,53.0,54.0,64.0,64.0,46.0,56.0,57.0,44.0,74.0,58.0,73.0,26.0,60.0,68.0,31.0,31.0,48.0,50.0,68.0,69.0,66.0,12.0,12.0,7.0,12.0,11.0,7
3358,30,19,167.64,165,58.0,58.0,58.0,60.0,58.0,58.0,58.0,60.0,58.0,58.0,58.0,60.0,56.0,56.0,56.0,60.0,56.0,55.0,55.0,55.0,56.0,55.0,53.0,53.0,53.0,55.0,59.0,53.0,45.0,62.0,45.0,58.0,47.0,48.0,59.0,60.0,77.0,84.0,79.0,62.0,81.0,56.0,71.0,66.0,82.0,52.0,65.0,45.0,51.0,44.0,49.0,60.0,46.0,46.0,39.0,5.0,13.0,6.0,10.0,10.0,6
3359,23,21,175.26,154,60.0,60.0,60.0,67.0,65.0,65.0,65.0,67.0,67.0,67.0,67.0,69.0,68.0,68.0,68.0,69.0,68.0,67.0,67.0,67.0,68.0,67.0,62.0,62.0,62.0,67.0,75.0,40.0,60.0,75.0,48.0,70.0,64.0,41.0,70.0,73.0,79.0,69.0,65.0,70.0,62.0,49.0,44.0,68.0,60.0,45.0,61.0,63.0,67.0,66.0,48.0,65.0,62.0,64.0,61.0,15.0,10.0,12.0,7.0,6.0,8
3360,18,12,182.88,150,40.0,40.0,40.0,41.0,41.0,41.0,41.0,41.0,43.0,43.0,43.0,44.0,47.0,47.0,47.0,44.0,51.0,53.0,53.0,53.0,51.0,53.0,55.0,55.0,55.0,53.0,32.0,22.0,52.0,51.0,29.0,38.0,29.0,30.0,48.0,49.0,61.0,55.0,48.0,49.0,58.0,37.0,64.0,62.0,55.0,28.0,60.0,54.0,33.0,47.0,36.0,45.0,51.0,62.0,59.0,11.0,9.0,12.0,13.0,9.0,6
3361,21,7,177.8,161,54.0,54.0,54.0,56.0,56.0,56.0,56.0,56.0,55.0,55.0,55.0,55.0,49.0,49.0,49.0,55.0,43.0,41.0,41.0,41.0,43.0,41.0,37.0,37.0,37.0,41.0,53.0,54.0,39.0,54.0,49.0,58.0,55.0,42.0,44.0,57.0,67.0,66.0,55.0,55.0,66.0,62.0,44.0,34.0,48.0,52.0,42.0,28.0,55.0,56.0,49.0,57.0,29.0,27.0,29.0,10.0,8.0,13.0,10.0,12.0,6
3362,22,9,185.42,165,62.0,62.0,62.0,65.0,64.0,64.0,64.0,65.0,63.0,63.0,63.0,64.0,56.0,56.0,56.0,64.0,50.0,44.0,44.0,44.0,50.0,47.0,40.0,40.0,40.0,47.0,65.0,67.0,48.0,58.0,62.0,68.0,68.0,69.0,52.0,69.0,76.0,78.0,68.0,54.0,58.0,66.0,53.0,61.0,59.0,67.0,32.0,15.0,56.0,61.0,60.0,53.0,52.0,23.0,25.0,15.0,14.0,15.0,7.0,8.0,7
3363,21,12,177.8,174,64.0,64.0,64.0,66.0,67.0,67.0,67.0,66.0,68.0,68.0,68.0,68.0,71.0,71.0,71.0,68.0,72.0,74.0,74.0,74.0,72.0,71.0,72.0,72.0,72.0,71.0,61.0,46.0,63.0,77.0,53.0,70.0,53.0,52.0,73.0,74.0,69.0,70.0,60.0,74.0,64.0,74.0,74.0,75.0,74.0,65.0,75.0,74.0,61.0,65.0,58.0,75.0,70.0,78.0,72.0,8.0,12.0,14.0,8.0,12.0,8
3364,32,10,190.5,183,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,63.0,63.0,63.0,63.0,67.0,67.0,67.0,63.0,67.0,70.0,70.0,70.0,67.0,67.0,70.0,70.0,70.0,67.0,70.0,50.0,73.0,69.0,60.0,65.0,83.0,80.0,71.0,69.0,53.0,51.0,63.0,67.0,44.0,74.0,58.0,71.0,81.0,72.0,68.0,69.0,50.0,65.0,74.0,71.0,70.0,73.0,70.0,12.0,10.0,13.0,11.0,7.0,8
3365,29,1,187.96,176,65.0,65.0,65.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,65.0,65.0,65.0,64.0,66.0,67.0,67.0,67.0,66.0,66.0,67.0,67.0,67.0,66.0,63.0,63.0,67.0,71.0,53.0,65.0,68.0,69.0,65.0,61.0,66.0,67.0,67.0,66.0,66.0,73.0,70.0,76.0,72.0,67.0,72.0,67.0,59.0,58.0,70.0,70.0,67.0,70.0,60.0,9.0,10.0,16.0,15.0,14.0,7
3366,22,5,185.42,181,46.0,46.0,46.0,45.0,44.0,44.0,44.0,45.0,46.0,46.0,46.0,47.0,49.0,49.0,49.0,47.0,55.0,58.0,58.0,58.0,55.0,57.0,62.0,62.0,62.0,57.0,35.0,36.0,64.0,60.0,35.0,42.0,28.0,26.0,56.0,47.0,62.0,63.0,59.0,55.0,72.0,39.0,85.0,55.0,73.0,32.0,56.0,62.0,28.0,38.0,37.0,58.0,63.0,63.0,60.0,15.0,9.0,15.0,10.0,8.0,7
3367,24,21,177.8,154,61.0,61.0,61.0,66.0,64.0,64.0,64.0,66.0,66.0,66.0,66.0,66.0,61.0,61.0,61.0,66.0,49.0,48.0,48.0,48.0,49.0,45.0,39.0,39.0,39.0,45.0,67.0,59.0,50.0,71.0,55.0,69.0,52.0,48.0,69.0,69.0,69.0,65.0,74.0,59.0,74.0,63.0,58.0,59.0,59.0,56.0,36.0,15.0,63.0,67.0,60.0,55.0,50.0,20.0,18.0,16.0,7.0,10.0,8.0,10.0,7
3368,34,12,182.88,176,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,59.0,59.0,59.0,58.0,59.0,59.0,59.0,58.0,56.0,58.0,58.0,58.0,56.0,55.0,58.0,58.0,58.0,55.0,63.0,57.0,51.0,61.0,60.0,63.0,65.0,68.0,59.0,61.0,49.0,47.0,63.0,56.0,53.0,64.0,71.0,55.0,66.0,62.0,75.0,57.0,58.0,60.0,77.0,65.0,56.0,55.0,54.0,10.0,15.0,15.0,14.0,6.0,7
3369,30,10,190.5,187,44.0,44.0,44.0,42.0,42.0,42.0,42.0,42.0,43.0,43.0,43.0,45.0,48.0,48.0,48.0,45.0,57.0,59.0,59.0,59.0,57.0,59.0,65.0,65.0,65.0,59.0,46.0,25.0,67.0,59.0,30.0,28.0,28.0,31.0,38.0,58.0,60.0,42.0,39.0,59.0,31.0,42.0,80.0,65.0,84.0,29.0,62.0,62.0,30.0,38.0,40.0,60.0,60.0,70.0,64.0,8.0,14.0,16.0,9.0,8.0,7
3370,24,17,195.58,192,71.0,71.0,71.0,62.0,66.0,66.0,66.0,62.0,60.0,60.0,60.0,60.0,52.0,52.0,52.0,60.0,45.0,43.0,43.0,43.0,45.0,43.0,44.0,44.0,44.0,43.0,34.0,75.0,73.0,60.0,61.0,64.0,66.0,28.0,24.0,69.0,68.0,65.0,55.0,68.0,48.0,75.0,74.0,74.0,85.0,62.0,66.0,16.0,74.0,40.0,62.0,70.0,34.0,15.0,24.0,5.0,7.0,7.0,8.0,5.0,8
3371,22,23,175.26,143,51.0,51.0,51.0,54.0,53.0,53.0,53.0,54.0,51.0,51.0,51.0,54.0,51.0,51.0,51.0,54.0,59.0,56.0,56.0,56.0,59.0,60.0,60.0,60.0,60.0,60.0,51.0,36.0,51.0,42.0,35.0,64.0,40.0,35.0,41.0,57.0,72.0,56.0,58.0,62.0,65.0,49.0,69.0,66.0,59.0,44.0,62.0,61.0,55.0,45.0,49.0,52.0,61.0,68.0,68.0,11.0,5.0,7.0,9.0,7.0,7
3372,20,23,175.26,132,46.0,46.0,46.0,54.0,50.0,50.0,50.0,54.0,52.0,52.0,52.0,55.0,53.0,53.0,53.0,55.0,59.0,57.0,57.0,57.0,59.0,58.0,59.0,59.0,59.0,58.0,61.0,26.0,52.0,58.0,25.0,59.0,57.0,33.0,50.0,60.0,60.0,74.0,81.0,53.0,72.0,25.0,78.0,63.0,54.0,26.0,79.0,51.0,49.0,48.0,35.0,44.0,62.0,59.0,58.0,6.0,11.0,11.0,6.0,8.0,7
3373,28,23,185.42,176,53.0,53.0,53.0,60.0,57.0,57.0,57.0,60.0,59.0,59.0,59.0,63.0,62.0,62.0,62.0,63.0,69.0,67.0,67.0,67.0,69.0,70.0,68.0,68.0,68.0,70.0,68.0,24.0,63.0,64.0,32.0,64.0,45.0,42.0,67.0,72.0,74.0,72.0,59.0,59.0,69.0,32.0,63.0,73.0,71.0,49.0,39.0,69.0,59.0,49.0,36.0,74.0,73.0,77.0,73.0,11.0,13.0,9.0,13.0,13.0,8
3374,26,5,185.42,168,48.0,48.0,48.0,43.0,46.0,46.0,46.0,43.0,48.0,48.0,48.0,47.0,55.0,55.0,55.0,47.0,60.0,67.0,67.0,67.0,60.0,63.0,70.0,70.0,70.0,63.0,23.0,18.0,71.0,69.0,40.0,42.0,28.0,26.0,69.0,56.0,60.0,46.0,72.0,70.0,54.0,73.0,74.0,73.0,77.0,23.0,77.0,71.0,25.0,35.0,43.0,63.0,65.0,70.0,76.0,13.0,9.0,9.0,10.0,15.0,8
3375,28,19,182.88,176,54.0,54.0,54.0,57.0,55.0,55.0,55.0,57.0,56.0,56.0,56.0,58.0,55.0,55.0,55.0,58.0,53.0,52.0,52.0,52.0,53.0,51.0,49.0,49.0,49.0,51.0,56.0,51.0,49.0,59.0,38.0,59.0,35.0,39.0,58.0,58.0,69.0,67.0,57.0,53.0,63.0,48.0,64.0,69.0,68.0,41.0,63.0,45.0,54.0,55.0,40.0,48.0,52.0,32.0,38.0,11.0,15.0,14.0,14.0,9.0,6
3376,33,5,187.96,192,50.0,50.0,50.0,48.0,49.0,49.0,49.0,48.0,51.0,51.0,51.0,51.0,57.0,57.0,57.0,51.0,61.0,65.0,65.0,65.0,61.0,63.0,69.0,69.0,69.0,63.0,46.0,38.0,73.0,67.0,23.0,39.0,46.0,27.0,56.0,58.0,47.0,44.0,58.0,70.0,52.0,48.0,72.0,65.0,75.0,35.0,76.0,68.0,37.0,52.0,40.0,63.0,68.0,70.0,69.0,11.0,10.0,13.0,6.0,13.0,8
3377,22,13,182.88,161,60.0,60.0,60.0,61.0,62.0,62.0,62.0,61.0,63.0,63.0,63.0,61.0,63.0,63.0,63.0,61.0,61.0,63.0,63.0,63.0,61.0,61.0,61.0,61.0,61.0,61.0,46.0,55.0,52.0,63.0,58.0,63.0,47.0,53.0,59.0,65.0,68.0,58.0,70.0,73.0,71.0,59.0,71.0,67.0,62.0,51.0,73.0,60.0,64.0,63.0,51.0,59.0,45.0,70.0,65.0,13.0,6.0,9.0,14.0,12.0,7
3378,27,3,187.96,176,54.0,54.0,54.0,57.0,55.0,55.0,55.0,57.0,56.0,56.0,56.0,59.0,60.0,60.0,60.0,59.0,65.0,65.0,65.0,65.0,65.0,64.0,67.0,67.0,67.0,64.0,66.0,31.0,65.0,68.0,26.0,66.0,64.0,63.0,71.0,65.0,57.0,69.0,63.0,61.0,59.0,61.0,70.0,67.0,83.0,48.0,72.0,66.0,42.0,38.0,34.0,50.0,64.0,66.0,63.0,9.0,11.0,14.0,16.0,11.0,7
3379,24,22,167.64,134,60.0,60.0,60.0,67.0,65.0,65.0,65.0,67.0,65.0,65.0,65.0,67.0,60.0,60.0,60.0,67.0,54.0,48.0,48.0,48.0,54.0,51.0,40.0,40.0,40.0,51.0,67.0,62.0,37.0,61.0,46.0,71.0,54.0,58.0,60.0,68.0,81.0,81.0,75.0,63.0,72.0,59.0,38.0,59.0,30.0,45.0,52.0,33.0,66.0,67.0,50.0,55.0,35.0,29.0,39.0,12.0,5.0,14.0,8.0,13.0,7
3380,31,22,175.26,152,70.0,70.0,70.0,75.0,74.0,74.0,74.0,75.0,74.0,74.0,74.0,74.0,70.0,70.0,70.0,74.0,61.0,59.0,59.0,59.0,61.0,57.0,50.0,50.0,50.0,57.0,71.0,74.0,43.0,71.0,65.0,80.0,76.0,56.0,68.0,80.0,79.0,76.0,78.0,77.0,84.0,70.0,70.0,65.0,50.0,68.0,55.0,53.0,75.0,71.0,60.0,78.0,52.0,37.0,28.0,9.0,8.0,14.0,12.0,8.0,8
3381,21,17,182.88,152,66.0,66.0,66.0,62.0,63.0,63.0,63.0,62.0,63.0,63.0,63.0,62.0,58.0,58.0,58.0,62.0,45.0,45.0,45.0,45.0,45.0,43.0,41.0,41.0,41.0,43.0,53.0,67.0,73.0,67.0,61.0,61.0,58.0,41.0,63.0,68.0,63.0,65.0,64.0,54.0,65.0,71.0,72.0,61.0,73.0,63.0,47.0,23.0,66.0,56.0,42.0,60.0,20.0,22.0,18.0,14.0,12.0,6.0,12.0,9.0,7
3382,26,12,182.88,163,47.0,47.0,47.0,52.0,51.0,51.0,51.0,52.0,54.0,54.0,54.0,55.0,57.0,57.0,57.0,55.0,59.0,60.0,60.0,60.0,59.0,59.0,58.0,58.0,58.0,59.0,46.0,30.0,48.0,65.0,28.0,57.0,40.0,35.0,58.0,65.0,56.0,59.0,59.0,62.0,61.0,43.0,57.0,66.0,57.0,27.0,57.0,60.0,40.0,54.0,36.0,56.0,57.0,60.0,61.0,12.0,13.0,10.0,5.0,13.0,7
3383,27,2,180.34,159,59.0,59.0,59.0,59.0,58.0,58.0,58.0,59.0,59.0,59.0,59.0,60.0,62.0,62.0,62.0,60.0,65.0,66.0,66.0,66.0,65.0,65.0,67.0,67.0,67.0,65.0,59.0,57.0,59.0,62.0,51.0,54.0,42.0,60.0,60.0,62.0,58.0,62.0,67.0,67.0,68.0,57.0,65.0,79.0,73.0,55.0,80.0,70.0,55.0,59.0,55.0,65.0,62.0,70.0,67.0,9.0,10.0,15.0,8.0,16.0,7
3384,22,23,172.72,141,52.0,52.0,52.0,60.0,56.0,56.0,56.0,60.0,57.0,57.0,57.0,61.0,56.0,56.0,56.0,61.0,65.0,59.0,59.0,59.0,65.0,64.0,59.0,59.0,59.0,64.0,71.0,30.0,53.0,63.0,31.0,67.0,64.0,68.0,36.0,64.0,70.0,72.0,64.0,63.0,69.0,40.0,60.0,73.0,46.0,32.0,62.0,61.0,62.0,48.0,45.0,55.0,60.0,62.0,64.0,7.0,9.0,9.0,13.0,8.0,7
3385,25,14,193.04,174,45.0,45.0,45.0,48.0,47.0,47.0,47.0,48.0,48.0,48.0,48.0,50.0,51.0,51.0,51.0,50.0,58.0,58.0,58.0,58.0,58.0,59.0,62.0,62.0,62.0,59.0,42.0,20.0,60.0,58.0,21.0,52.0,33.0,24.0,46.0,55.0,65.0,68.0,59.0,52.0,49.0,42.0,65.0,65.0,73.0,30.0,61.0,66.0,36.0,45.0,31.0,55.0,62.0,63.0,60.0,5.0,9.0,13.0,6.0,8.0,7
3386,27,10,187.96,185,52.0,52.0,52.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,51.0,54.0,54.0,54.0,51.0,64.0,66.0,66.0,66.0,64.0,67.0,75.0,75.0,75.0,67.0,53.0,27.0,77.0,58.0,44.0,46.0,47.0,48.0,56.0,50.0,59.0,67.0,62.0,62.0,60.0,67.0,86.0,64.0,87.0,48.0,89.0,71.0,39.0,47.0,48.0,58.0,72.0,79.0,79.0,10.0,13.0,6.0,10.0,14.0,8
3387,29,13,175.26,152,71.0,71.0,71.0,74.0,74.0,74.0,74.0,74.0,76.0,76.0,76.0,74.0,77.0,77.0,77.0,74.0,73.0,75.0,75.0,75.0,73.0,72.0,70.0,70.0,70.0,72.0,77.0,67.0,61.0,81.0,75.0,78.0,79.0,75.0,80.0,80.0,64.0,57.0,70.0,76.0,68.0,83.0,53.0,69.0,59.0,79.0,79.0,80.0,73.0,78.0,85.0,79.0,60.0,78.0,73.0,15.0,6.0,8.0,10.0,7.0,8
3388,22,23,187.96,174,65.0,65.0,65.0,66.0,65.0,65.0,65.0,66.0,65.0,65.0,65.0,67.0,67.0,67.0,67.0,67.0,72.0,70.0,70.0,70.0,72.0,72.0,70.0,70.0,70.0,72.0,76.0,53.0,75.0,74.0,32.0,60.0,62.0,51.0,65.0,74.0,70.0,68.0,63.0,69.0,63.0,71.0,41.0,69.0,69.0,57.0,59.0,73.0,63.0,60.0,35.0,60.0,73.0,75.0,73.0,9.0,12.0,11.0,6.0,8.0,8
3389,19,21,172.72,150,49.0,49.0,49.0,55.0,52.0,52.0,52.0,55.0,53.0,53.0,53.0,55.0,48.0,48.0,48.0,55.0,46.0,39.0,39.0,39.0,46.0,44.0,33.0,33.0,33.0,44.0,53.0,47.0,35.0,52.0,40.0,60.0,45.0,40.0,45.0,57.0,79.0,77.0,76.0,45.0,79.0,53.0,45.0,68.0,42.0,42.0,28.0,27.0,42.0,48.0,53.0,44.0,24.0,23.0,31.0,9.0,5.0,12.0,6.0,12.0,6
3390,27,14,187.96,165,44.0,44.0,44.0,43.0,42.0,42.0,42.0,43.0,42.0,42.0,42.0,46.0,47.0,47.0,47.0,46.0,60.0,60.0,60.0,60.0,60.0,62.0,67.0,67.0,67.0,62.0,41.0,22.0,68.0,52.0,24.0,45.0,29.0,23.0,43.0,55.0,58.0,62.0,47.0,60.0,54.0,42.0,63.0,68.0,82.0,25.0,70.0,68.0,23.0,30.0,35.0,52.0,62.0,72.0,73.0,10.0,13.0,14.0,12.0,7.0,7
3391,21,13,175.26,165,51.0,51.0,51.0,53.0,52.0,52.0,52.0,53.0,54.0,54.0,54.0,53.0,53.0,53.0,53.0,53.0,48.0,49.0,49.0,49.0,48.0,47.0,46.0,46.0,46.0,47.0,46.0,51.0,45.0,59.0,37.0,52.0,46.0,45.0,55.0,54.0,68.0,43.0,68.0,48.0,69.0,51.0,64.0,59.0,58.0,48.0,59.0,42.0,54.0,53.0,40.0,38.0,32.0,42.0,45.0,13.0,8.0,7.0,12.0,11.0,6
3392,27,22,172.72,152,61.0,61.0,61.0,67.0,64.0,64.0,64.0,67.0,64.0,64.0,64.0,67.0,58.0,58.0,58.0,67.0,54.0,47.0,47.0,47.0,54.0,50.0,39.0,39.0,39.0,50.0,66.0,64.0,41.0,65.0,49.0,69.0,64.0,50.0,58.0,69.0,91.0,89.0,89.0,52.0,84.0,65.0,82.0,85.0,42.0,59.0,58.0,23.0,57.0,51.0,58.0,49.0,41.0,23.0,21.0,15.0,16.0,14.0,9.0,7.0,7
3393,24,21,175.26,141,54.0,54.0,54.0,60.0,59.0,59.0,59.0,60.0,58.0,58.0,58.0,58.0,50.0,50.0,50.0,58.0,45.0,39.0,39.0,39.0,45.0,42.0,34.0,34.0,34.0,42.0,54.0,58.0,31.0,56.0,43.0,69.0,45.0,36.0,39.0,62.0,77.0,72.0,74.0,49.0,78.0,57.0,70.0,46.0,39.0,54.0,37.0,15.0,53.0,53.0,42.0,51.0,34.0,25.0,29.0,15.0,8.0,15.0,11.0,8.0,7
